11093, -14.000000, -12.000000
10974, -14.500000, -12.000000
10855, -15.000000, -12.000000
10736, -15.500000, -12.000000
10617, -16.000000, -12.000000
10498, -16.500000, -12.000000
10379, -17.000000, -12.000000
10260, -17.500000, -12.000000
10141, -18.000000, -12.000000
10022, -18.500000, -12.000000
9903, -19.000000, -12.000000
9784, -19.500000, -12.000000
9665, -20.000000, -12.000000
9546, -20.500000, -12.000000
9397, -21.000000, -12.000000
9248, -21.500000, -12.000000
9099, -22.000000, -12.000000
8949, -22.500000, -12.500000
8800, -23.000000, -12.500000
8651, -23.500000, -12.500000
8501, -24.000000, -13.000000
8352, -24.500000, -13.000000
8203, -25.000000, -13.000000
8053, -25.500000, -13.500000
7904, -26.000000, -13.500000
7755, -26.500000, -13.500000
7606, -27.000000, -13.500000
7456, -27.500000, -14.000000
7307, -28.000000, -14.000000
7158, -28.500000, -14.000000
7008, -29.000000, -14.500000
6859, -29.500000, -14.500000
6740, -30.000000, -15.000000
6591, -30.500000, -15.000000
6441, -31.000000, -15.500000
6291, -31.500000, -16.000000
6142, -32.000000, -16.000000
5992, -32.500000, -16.500000
5843, -33.000000, -16.500000
5694, -33.500000, -16.500000
5545, -34.000000, -16.500000
5396, -34.500000, -16.500000
5247, -35.000000, -16.500000
5098, -35.500000, -16.500000
4948, -36.000000, -17.000000
4798, -36.500000, -17.500000
4649, -37.000000, -17.500000
4500, -37.500000, -17.500000
