1, -50.000000, -50.000000, 52, -48.000000, -50.000000
2, -50.000000, -48.000000, 54, -48.000000, -46.000000
3, -50.000000, -46.000000, 54, -48.000000, -46.000000
4, -50.000000, -44.000000, 56, -48.000000, -42.000000
5, -50.000000, -42.000000, 56, -48.000000, -42.000000
6, -50.000000, -40.000000, 57, -48.000000, -40.000000
7, -50.000000, -38.000000, 58, -48.000000, -38.000000
8, -50.000000, -36.000000, 59, -48.000000, -36.000000
9, -50.000000, -34.000000, 59, -48.000000, -36.000000
10, -50.000000, -32.000000, 61, -48.000000, -32.000000
11, -50.000000, -30.000000, 62, -48.000000, -30.000000
12, -50.000000, -28.000000, 63, -48.000000, -28.000000
13, -50.000000, -26.000000, 64, -48.000000, -26.000000
14, -50.000000, -24.000000, 64, -48.000000, -26.000000
15, -50.000000, -22.000000, 65, -48.000000, -24.000000
16, -50.000000, -20.000000, 15, -50.000000, -22.000000
17, -50.000000, -18.000000, 16, -50.000000, -20.000000
18, -50.000000, -16.000000, 17, -50.000000, -18.000000
19, -50.000000, -14.000000, 69, -48.000000, -16.000000
20, -50.000000, -12.000000, 70, -48.000000, -14.000000
21, -50.000000, -10.000000, 71, -48.000000, -12.000000
52, -48.000000, -50.000000, 104, -46.000000, -48.000000
53, -48.000000, -48.000000, 104, -46.000000, -48.000000
54, -48.000000, -46.000000, 105, -46.000000, -46.000000
55, -48.000000, -44.000000, 106, -46.000000, -44.000000
56, -48.000000, -42.000000, 108, -46.000000, -40.000000
57, -48.000000, -40.000000, 108, -46.000000, -40.000000
58, -48.000000, -38.000000, 109, -46.000000, -38.000000
59, -48.000000, -36.000000, 110, -46.000000, -36.000000
60, -48.000000, -34.000000, 111, -46.000000, -34.000000
61, -48.000000, -32.000000, 111, -46.000000, -34.000000
62, -48.000000, -30.000000, 112, -46.000000, -32.000000
63, -48.000000, -28.000000, 113, -46.000000, -30.000000
64, -48.000000, -26.000000, 114, -46.000000, -28.000000
65, -48.000000, -24.000000, 115, -46.000000, -26.000000
66, -48.000000, -22.000000, 116, -46.000000, -24.000000
67, -48.000000, -20.000000, 66, -48.000000, -22.000000
68, -48.000000, -18.000000, 118, -46.000000, -20.000000
69, -48.000000, -16.000000, 68, -48.000000, -18.000000
70, -48.000000, -14.000000, 120, -46.000000, -16.000000
71, -48.000000, -12.000000, 70, -48.000000, -14.000000
72, -48.000000, -10.000000, 122, -46.000000, -12.000000
73, -48.000000, -8.000000, 123, -46.000000, -10.000000
103, -46.000000, -50.000000, 155, -44.000000, -48.000000
104, -46.000000, -48.000000, 155, -44.000000, -48.000000
105, -46.000000, -46.000000, 157, -44.000000, -44.000000
106, -46.000000, -44.000000, 157, -44.000000, -44.000000
107, -46.000000, -42.000000, 158, -44.000000, -42.000000
108, -46.000000, -40.000000, 159, -44.000000, -40.000000
109, -46.000000, -38.000000, 160, -44.000000, -38.000000
110, -46.000000, -36.000000, 161, -44.000000, -36.000000
111, -46.000000, -34.000000, 161, -44.000000, -36.000000
112, -46.000000, -32.000000, 162, -44.000000, -34.000000
113, -46.000000, -30.000000, 163, -44.000000, -32.000000
114, -46.000000, -28.000000, 164, -44.000000, -30.000000
115, -46.000000, -26.000000, 165, -44.000000, -28.000000
116, -46.000000, -24.000000, 166, -44.000000, -26.000000
117, -46.000000, -22.000000, 116, -46.000000, -24.000000
118, -46.000000, -20.000000, 168, -44.000000, -22.000000
119, -46.000000, -18.000000, 118, -46.000000, -20.000000
120, -46.000000, -16.000000, 119, -46.000000, -18.000000
121, -46.000000, -14.000000, 171, -44.000000, -16.000000
122, -46.000000, -12.000000, 172, -44.000000, -14.000000
123, -46.000000, -10.000000, 173, -44.000000, -12.000000
124, -46.000000, -8.000000, 174, -44.000000, -10.000000
125, -46.000000, -6.000000, 175, -44.000000, -8.000000
154, -44.000000, -50.000000, 198, -42.000000, -48.000000
155, -44.000000, -48.000000, 198, -42.000000, -48.000000
156, -44.000000, -46.000000, 199, -42.000000, -46.000000
157, -44.000000, -44.000000, 201, -42.000000, -42.000000
158, -44.000000, -42.000000, 201, -42.000000, -42.000000
159, -44.000000, -40.000000, 202, -42.000000, -40.000000
160, -44.000000, -38.000000, 203, -42.000000, -38.000000
161, -44.000000, -36.000000, 204, -42.000000, -36.000000
162, -44.000000, -34.000000, 205, -42.000000, -34.000000
163, -44.000000, -32.000000, 206, -42.000000, -32.000000
164, -44.000000, -30.000000, 206, -42.000000, -32.000000
165, -44.000000, -28.000000, 207, -42.000000, -30.000000
166, -44.000000, -26.000000, 165, -44.000000, -28.000000
167, -44.000000, -24.000000, 166, -44.000000, -26.000000
168, -44.000000, -22.000000, 167, -44.000000, -24.000000
169, -44.000000, -20.000000, 168, -44.000000, -22.000000
170, -44.000000, -18.000000, 169, -44.000000, -20.000000
171, -44.000000, -16.000000, 170, -44.000000, -18.000000
172, -44.000000, -14.000000, 171, -44.000000, -16.000000
173, -44.000000, -12.000000, 172, -44.000000, -14.000000
174, -44.000000, -10.000000, 173, -44.000000, -12.000000
175, -44.000000, -8.000000, 174, -44.000000, -10.000000
176, -44.000000, -6.000000, 175, -44.000000, -8.000000
197, -42.000000, -50.000000, 241, -40.000000, -48.000000
198, -42.000000, -48.000000, 242, -40.000000, -46.000000
199, -42.000000, -46.000000, 242, -40.000000, -46.000000
200, -42.000000, -44.000000, 243, -40.000000, -44.000000
201, -42.000000, -42.000000, 244, -40.000000, -42.000000
202, -42.000000, -40.000000, 245, -40.000000, -40.000000
203, -42.000000, -38.000000, 246, -40.000000, -38.000000
204, -42.000000, -36.000000, 247, -40.000000, -36.000000
205, -42.000000, -34.000000, 248, -40.000000, -34.000000
206, -42.000000, -32.000000, 248, -40.000000, -34.000000
207, -42.000000, -30.000000, 249, -40.000000, -32.000000
208, -42.000000, -28.000000, 207, -42.000000, -30.000000
209, -42.000000, -26.000000, 208, -42.000000, -28.000000
210, -42.000000, -24.000000, 209, -42.000000, -26.000000
211, -42.000000, -22.000000, 210, -42.000000, -24.000000
212, -42.000000, -20.000000, 211, -42.000000, -22.000000
213, -42.000000, -18.000000, 212, -42.000000, -20.000000
214, -42.000000, -16.000000, 213, -42.000000, -18.000000
215, -42.000000, -14.000000, 214, -42.000000, -16.000000
216, -42.000000, -12.000000, 215, -42.000000, -14.000000
217, -42.000000, -10.000000, 216, -42.000000, -12.000000
218, -42.000000, -8.000000, 217, -42.000000, -10.000000
219, -42.000000, -6.000000, 218, -42.000000, -8.000000
220, -42.000000, -4.000000, 256, -40.000000, -6.000000
240, -40.000000, -50.000000, 278, -38.000000, -48.000000
241, -40.000000, -48.000000, 279, -38.000000, -46.000000
242, -40.000000, -46.000000, 279, -38.000000, -46.000000
243, -40.000000, -44.000000, 280, -38.000000, -44.000000
244, -40.000000, -42.000000, 282, -38.000000, -40.000000
245, -40.000000, -40.000000, 282, -38.000000, -40.000000
246, -40.000000, -38.000000, 283, -38.000000, -38.000000
247, -40.000000, -36.000000, 284, -38.000000, -36.000000
248, -40.000000, -34.000000, 285, -38.000000, -34.000000
249, -40.000000, -32.000000, 285, -38.000000, -34.000000
250, -40.000000, -18.000000, 212, -42.000000, -20.000000
251, -40.000000, -16.000000, 250, -40.000000, -18.000000
252, -40.000000, -14.000000, 214, -42.000000, -16.000000
253, -40.000000, -12.000000, 252, -40.000000, -14.000000
254, -40.000000, -10.000000, 253, -40.000000, -12.000000
255, -40.000000, -8.000000, 217, -42.000000, -10.000000
256, -40.000000, -6.000000, 255, -40.000000, -8.000000
257, -40.000000, -4.000000, 256, -40.000000, -6.000000
277, -38.000000, -50.000000, 315, -36.000000, -48.000000
278, -38.000000, -48.000000, 316, -36.000000, -46.000000
279, -38.000000, -46.000000, 316, -36.000000, -46.000000
280, -38.000000, -44.000000, 317, -36.000000, -44.000000
281, -38.000000, -42.000000, 319, -36.000000, -40.000000
282, -38.000000, -40.000000, 319, -36.000000, -40.000000
283, -38.000000, -38.000000, 320, -36.000000, -38.000000
284, -38.000000, -36.000000, 320, -36.000000, -38.000000
285, -38.000000, -34.000000, 321, -36.000000, -36.000000
286, -38.000000, -32.000000, 322, -36.000000, -34.000000
287, -38.000000, -18.000000, 250, -40.000000, -18.000000
288, -38.000000, -16.000000, 250, -40.000000, -18.000000
289, -38.000000, -14.000000, 288, -38.000000, -16.000000
290, -38.000000, -12.000000, 252, -40.000000, -14.000000
291, -38.000000, -10.000000, 253, -40.000000, -12.000000
292, -38.000000, -8.000000, 291, -38.000000, -10.000000
293, -38.000000, -6.000000, 292, -38.000000, -8.000000
294, -38.000000, -4.000000, 293, -38.000000, -6.000000
295, -38.000000, -2.000000, 331, -36.000000, -4.000000
314, -36.000000, -50.000000, 352, -34.000000, -48.000000
315, -36.000000, -48.000000, 353, -34.000000, -46.000000
316, -36.000000, -46.000000, 354, -34.000000, -44.000000
317, -36.000000, -44.000000, 354, -34.000000, -44.000000
318, -36.000000, -42.000000, 356, -34.000000, -40.000000
319, -36.000000, -40.000000, 356, -34.000000, -40.000000
320, -36.000000, -38.000000, 357, -34.000000, -38.000000
321, -36.000000, -36.000000, 357, -34.000000, -38.000000
322, -36.000000, -34.000000, 358, -34.000000, -36.000000
323, -36.000000, -32.000000, 359, -34.000000, -34.000000
324, -36.000000, -18.000000, 287, -38.000000, -18.000000
325, -36.000000, -16.000000, 288, -38.000000, -16.000000
326, -36.000000, -14.000000, 288, -38.000000, -16.000000
327, -36.000000, -12.000000, 289, -38.000000, -14.000000
328, -36.000000, -10.000000, 290, -38.000000, -12.000000
329, -36.000000, -8.000000, 291, -38.000000, -10.000000
330, -36.000000, -6.000000, 329, -36.000000, -8.000000
